,sym1,sym2,pValue,tValue,cValue,hedgeRatio,zeroCrossings
437,COMPUSDT,FXSUSDT,0.04,-3.41,-3.37,8.64,24
1491,YGGUSDT,ALGOUSDT,0.04,-3.41,-3.37,0.85,24
121,ADAUSDT,10000NFTUSDT,0.0,-7.75,-3.37,68.41,24
1287,SUSHIUSDT,1000XECUSDT,0.01,-4.09,-3.37,40.46,24
393,CHRUSDT,SOLUSDT,0.03,-3.5,-3.37,0.01,24
151,AGLDUSDT,FITFIUSDT,0.02,-3.75,-3.37,7.63,24
659,ETHUSDT,BSWUSDT,0.02,-3.67,-3.37,5699.12,24
1379,UNFIUSDT,QNTUSDT,0.03,-3.57,-3.37,0.04,24
352,CHRUSDT,CELUSDT,0.01,-3.96,-3.37,0.23,24
1341,UNFIUSDT,DYDXUSDT,0.0,-4.54,-3.37,2.22,24
1053,NEOUSDT,DODOUSDT,0.03,-3.56,-3.37,57.79,24
6,1000BTTUSDT,DOGEUSDT,0.02,-3.76,-3.37,0.01,24
975,LRCUSDT,LINAUSDT,0.01,-3.79,-3.37,40.85,24
315,BTCUSDT,ETHUSDT,0.02,-3.74,-3.37,14.35,24
1368,UNFIUSDT,MASKUSDT,0.0,-4.84,-3.37,1.61,24
223,API3USDT,BLZUSDT,0.0,-4.49,-3.37,24.23,24
1443,XLMUSDT,AKROUSDT,0.02,-3.7,-3.37,32.69,24
1066,OCEANUSDT,AKROUSDT,0.03,-3.56,-3.37,46.24,24
877,LOOKSUSDT,CTCUSDT,0.01,-4.0,-3.37,0.34,24
669,FLOWUSDT,ARUSDT,0.03,-3.49,-3.37,0.12,24
183,AGLDUSDT,YFIUSDT,0.01,-3.96,-3.37,0.0,24
77,AAVEUSDT,RSS3USDT,0.01,-4.04,-3.37,448.63,24
570,DODOUSDT,XRPUSDT,0.03,-3.52,-3.37,0.31,24
306,BITUSDT,SFPUSDT,0.0,-4.45,-3.37,0.56,23
1526,YGGUSDT,RNDRUSDT,0.0,-4.21,-3.37,0.49,23
1212,SKLUSDT,CELRUSDT,0.03,-3.48,-3.37,2.24,23
226,API3USDT,CELRUSDT,0.02,-3.65,-3.37,125.05,23
184,AGLDUSDT,ZENUSDT,0.01,-3.81,-3.37,0.03,23
882,LOOKSUSDT,ETHUSDT,0.03,-3.59,-3.37,0.0,23
95,ACHUSDT,CROUSDT,0.0,-4.47,-3.37,0.14,23
218,API3USDT,BAKEUSDT,0.01,-4.07,-3.37,7.83,23
15,1000BTTUSDT,TWTUSDT,0.02,-3.64,-3.37,0.0,23
1024,LUNA2USDT,CELUSDT,0.02,-3.71,-3.37,3.3,23
118,ACHUSDT,TWTUSDT,0.04,-3.43,-3.37,0.0,23
1509,YGGUSDT,EGLDUSDT,0.04,-3.47,-3.37,0.01,23
972,LRCUSDT,KLAYUSDT,0.04,-3.4,-3.37,1.42,23
1262,SLPUSDT,GTCUSDT,0.02,-3.76,-3.37,0.0,23
85,ACHUSDT,10000NFTUSDT,0.04,-3.44,-3.37,2.03,23
844,LDOUSDT,CELUSDT,0.02,-3.67,-3.37,2.41,23
1122,OPUSDT,LDOUSDT,0.03,-3.56,-3.37,0.76,23
253,API3USDT,PEOPLEUSDT,0.01,-3.9,-3.37,63.63,23
780,ICPUSDT,BAKEUSDT,0.01,-4.1,-3.37,20.86,23
778,ICPUSDT,ANKRUSDT,0.02,-3.67,-3.37,175.69,23
748,GLMRUSDT,BNBUSDT,0.02,-3.61,-3.37,0.0,23
1110,OPUSDT,DGBUSDT,0.03,-3.58,-3.37,126.0,23
1140,PEOPLEUSDT,1INCHUSDT,0.01,-3.89,-3.37,0.04,23
1094,OPUSDT,AGLDUSDT,0.03,-3.59,-3.37,3.51,23
1138,OPUSDT,ZENUSDT,0.0,-4.41,-3.37,0.1,23
480,COMPUSDT,VETUSDT,0.03,-3.5,-3.37,2095.43,23
486,COMPUSDT,ZRXUSDT,0.01,-3.84,-3.37,207.34,23
1013,LUNA2USDT,BALUSDT,0.02,-3.62,-3.37,0.29,23
260,API3USDT,TOMOUSDT,0.01,-4.0,-3.37,4.75,23
27,1000LUNCUSDT,CVXUSDT,0.02,-3.66,-3.37,0.04,23
1533,YGGUSDT,USDCUSDT,0.01,-3.94,-3.37,0.21,23
436,COMPUSDT,FITFIUSDT,0.04,-3.39,-3.37,1195.23,22
1124,OPUSDT,LUNA2USDT,0.01,-3.77,-3.37,0.56,22
702,FTMUSDT,TLMUSDT,0.01,-3.84,-3.37,11.81,22
465,COMPUSDT,RSS3USDT,0.0,-4.33,-3.37,302.49,22
859,LOOKSUSDT,ARUSDT,0.04,-3.46,-3.37,0.01,22
1154,REEFUSDT,GRTUSDT,0.04,-3.42,-3.37,0.05,22
1352,UNFIUSDT,GTCUSDT,0.0,-5.68,-3.37,2.6,22
488,CROUSDT,AAVEUSDT,0.01,-3.82,-3.37,0.0,22
1404,UNFIUSDT,XLMUSDT,0.02,-3.67,-3.37,47.06,22
504,CTKUSDT,ETCUSDT,0.04,-3.43,-3.37,0.04,22
1360,UNFIUSDT,IOTXUSDT,0.01,-3.77,-3.37,176.62,22
661,FITFIUSDT,10000NFTUSDT,0.01,-4.0,-3.37,6.9,22
627,ENJUSDT,EOSUSDT,0.04,-3.38,-3.37,0.33,22
76,AAVEUSDT,REQUSDT,0.03,-3.54,-3.37,656.23,22
1018,LUNA2USDT,BICOUSDT,0.02,-3.67,-3.37,5.48,22
291,BAKEUSDT,ANKRUSDT,0.03,-3.48,-3.37,8.42,22
789,IOSTUSDT,AKROUSDT,0.02,-3.7,-3.37,3.08,22
884,LOOKSUSDT,GALUSDT,0.01,-3.98,-3.37,0.09,22
653,ETHUSDT,AKROUSDT,0.04,-3.41,-3.37,429033.93,22
568,DODOUSDT,ROSEUSDT,0.03,-3.58,-3.37,2.53,22
17,1000LUNCUSDT,1000BTTUSDT,0.03,-3.47,-3.37,239.79,22
1513,YGGUSDT,GMXUSDT,0.03,-3.5,-3.37,0.01,22
21,1000LUNCUSDT,BALUSDT,0.05,-3.37,-3.37,0.03,22
770,HBARUSDT,BOBAUSDT,0.0,-4.29,-3.37,0.23,22
589,DUSKUSDT,UNIUSDT,0.02,-3.71,-3.37,0.02,22
28,1000LUNCUSDT,EOSUSDT,0.02,-3.76,-3.37,0.18,22
92,ACHUSDT,BOBAUSDT,0.01,-4.05,-3.37,0.05,22
642,ENJUSDT,THETAUSDT,0.03,-3.55,-3.37,0.34,22
478,COMPUSDT,UNIUSDT,0.01,-3.99,-3.37,7.11,22
641,ENJUSDT,SUSHIUSDT,0.0,-4.3,-3.37,0.25,22
290,AVAXUSDT,XLMUSDT,0.03,-3.49,-3.37,140.24,22
318,BTCUSDT,SFPUSDT,0.01,-3.94,-3.37,32202.68,22
1346,UNFIUSDT,FILUSDT,0.0,-4.3,-3.37,0.96,22
1335,UNFIUSDT,CTSIUSDT,0.01,-3.96,-3.37,40.6,22
1228,SKLUSDT,LITUSDT,0.03,-3.52,-3.37,0.04,22
231,API3USDT,DARUSDT,0.01,-3.93,-3.37,10.88,22
206,ALPHAUSDT,BNXUSDT,0.05,-3.38,-3.37,0.0,22
99,ACHUSDT,FITFIUSDT,0.04,-3.44,-3.37,0.29,22
1292,THETAUSDT,AKROUSDT,0.02,-3.76,-3.37,320.59,22
1250,SLPUSDT,CELRUSDT,0.04,-3.45,-3.37,0.22,21
86,ACHUSDT,ADAUSDT,0.02,-3.67,-3.37,0.03,21
1063,NEOUSDT,ZRXUSDT,0.03,-3.48,-3.37,35.66,21
1410,UNFIUSDT,ZENUSDT,0.0,-5.35,-3.37,0.46,21
264,API3USDT,XLMUSDT,0.04,-3.39,-3.37,16.05,21
53,1INCHUSDT,DASHUSDT,0.0,-4.62,-3.37,0.01,21
155,AGLDUSDT,ICXUSDT,0.01,-3.9,-3.37,1.53,21
624,ENJUSDT,CVXUSDT,0.02,-3.68,-3.37,0.08,21
756,GLMRUSDT,CELUSDT,0.02,-3.7,-3.37,0.72,21
1450,XTZUSDT,BALUSDT,0.02,-3.7,-3.37,0.18,21
1314,UNFIUSDT,AXSUSDT,0.03,-3.59,-3.37,0.63,21
1446,XTZUSDT,1000XECUSDT,0.01,-4.05,-3.37,33.66,21
348,CHRUSDT,BOBAUSDT,0.0,-4.47,-3.37,0.54,21
1490,YGGUSDT,AAVEUSDT,0.02,-3.62,-3.37,0.0,21
1399,UNFIUSDT,TWTUSDT,0.0,-5.74,-3.37,1.95,21
1177,RVNUSDT,ARPAUSDT,0.03,-3.5,-3.37,0.79,21
652,ETHUSDT,ADAUSDT,0.03,-3.5,-3.37,3604.24,21
1445,XRPUSDT,1INCHUSDT,0.03,-3.55,-3.37,0.71,21
150,AGLDUSDT,DOTUSDT,0.02,-3.68,-3.37,0.05,21
556,DGBUSDT,ANKRUSDT,0.0,-4.51,-3.37,0.32,21
212,API3USDT,ANKRUSDT,0.0,-4.49,-3.37,65.91,21
172,AGLDUSDT,SOLUSDT,0.03,-3.58,-3.37,0.02,21
1470,XTZUSDT,QNTUSDT,0.03,-3.58,-3.37,0.01,21
1118,OPUSDT,GTCUSDT,0.02,-3.73,-3.37,0.54,21
122,ADAUSDT,1000BTTUSDT,0.0,-8.85,-3.37,482.11,21
1003,LRCUSDT,ZRXUSDT,0.03,-3.53,-3.37,1.27,21
443,COMPUSDT,ICPUSDT,0.02,-3.7,-3.37,10.27,21
1114,OPUSDT,FILUSDT,0.0,-4.19,-3.37,0.2,21
757,GMTUSDT,10000NFTUSDT,0.0,-4.97,-3.37,81.33,21
440,COMPUSDT,GMXUSDT,0.03,-3.52,-3.37,0.92,21
1002,LRCUSDT,ZENUSDT,0.04,-3.46,-3.37,0.03,21
133,AGLDUSDT,ANKRUSDT,0.03,-3.52,-3.37,11.51,21
75,AAVEUSDT,RENUSDT,0.02,-3.69,-3.37,756.33,21
885,LOOKSUSDT,GLMRUSDT,0.02,-3.71,-3.37,0.37,21
252,API3USDT,PAXGUSDT,0.02,-3.74,-3.37,0.0,20
1005,LUNA2USDT,1000XECUSDT,0.0,-4.14,-3.37,53.26,20
609,DYDXUSDT,SCUSDT,0.03,-3.48,-3.37,745.64,20
1233,SKLUSDT,ONTUSDT,0.03,-3.57,-3.37,0.14,20
597,DYDXUSDT,DODOUSDT,0.05,-3.37,-3.37,16.23,20
855,LOOKSUSDT,ACHUSDT,0.03,-3.59,-3.37,13.19,20
12,1000BTTUSDT,MATICUSDT,0.04,-3.41,-3.37,0.0,20
1064,OCEANUSDT,1000XECUSDT,0.0,-4.11,-3.37,4.28,20
1415,USDCUSDT,1000XECUSDT,0.0,-13.21,-3.37,35.5,20
1344,UNFIUSDT,EOSUSDT,0.03,-3.59,-3.37,4.67,20
1469,XTZUSDT,PAXGUSDT,0.04,-3.39,-3.37,0.0,20
1285,SOLUSDT,ADAUSDT,0.03,-3.56,-3.37,38.01,20
1286,SUSHIUSDT,1000BTTUSDT,0.0,-4.13,-3.37,1771.97,20
1495,YGGUSDT,BANDUSDT,0.01,-4.03,-3.37,0.12,20
1343,UNFIUSDT,ENSUSDT,0.03,-3.55,-3.37,0.33,20
645,ENJUSDT,XLMUSDT,0.0,-4.75,-3.37,3.37,20
1340,UNFIUSDT,DOGEUSDT,0.02,-3.64,-3.37,52.91,20
555,DGBUSDT,AKROUSDT,0.01,-3.99,-3.37,2.55,20
385,CHRUSDT,PAXGUSDT,0.02,-3.73,-3.37,0.0,20
383,CHRUSDT,OCEANUSDT,0.02,-3.61,-3.37,0.87,20
1302,UNFIUSDT,ADAUSDT,0.0,-4.73,-3.37,12.92,20
1303,UNFIUSDT,AKROUSDT,0.03,-3.56,-3.37,1538.7,20
375,CHRUSDT,LDOUSDT,0.04,-3.39,-3.37,0.1,20
1447,XTZUSDT,ADAUSDT,0.01,-3.89,-3.37,3.06,20
1274,SLPUSDT,MASKUSDT,0.04,-3.4,-3.37,0.0,20
1347,UNFIUSDT,FLMUSDT,0.02,-3.69,-3.37,53.18,20
841,LDOUSDT,APTUSDT,0.04,-3.41,-3.37,0.27,20
903,LOOKSUSDT,PAXGUSDT,0.02,-3.66,-3.37,0.0,20
1417,USDCUSDT,AAVEUSDT,0.0,-13.74,-3.37,0.02,20
268,API3USDT,ZILUSDT,0.01,-3.84,-3.37,64.91,20
1373,UNFIUSDT,NEARUSDT,0.0,-4.15,-3.37,2.59,20
1419,VETUSDT,AKROUSDT,0.03,-3.5,-3.37,6.85,20
949,LRCUSDT,C98USDT,0.01,-3.85,-3.37,0.98,20
586,DUSKUSDT,SFPUSDT,0.01,-4.1,-3.37,0.17,20
1197,SANDUSDT,JSTUSDT,0.03,-3.54,-3.37,25.87,20
289,AVAXUSDT,STXUSDT,0.02,-3.7,-3.37,54.67,20
839,LDOUSDT,AKROUSDT,0.02,-3.7,-3.37,420.91,20
1323,UNFIUSDT,BNBUSDT,0.02,-3.63,-3.37,0.02,20
832,KNCUSDT,CROUSDT,0.04,-3.38,-3.37,8.75,20
46,1000XECUSDT,MINAUSDT,0.04,-3.46,-3.37,0.05,20
1348,UNFIUSDT,FTMUSDT,0.02,-3.64,-3.37,23.5,20
1471,XTZUSDT,REQUSDT,0.02,-3.67,-3.37,11.22,20
565,DODOUSDT,KAVAUSDT,0.01,-4.02,-3.37,0.13,19
530,CTKUSDT,XMRUSDT,0.04,-3.38,-3.37,0.01,19
67,AAVEUSDT,CREAMUSDT,0.03,-3.57,-3.37,4.71,19
105,ACHUSDT,LTCUSDT,0.03,-3.47,-3.37,0.0,19
926,LOOKSUSDT,WOOUSDT,0.04,-3.39,-3.37,1.12,19
868,LOOKSUSDT,BSWUSDT,0.02,-3.6,-3.37,0.62,19
346,CHRUSDT,BNBUSDT,0.01,-3.97,-3.37,0.0,19
1090,OPUSDT,1000BTTUSDT,0.03,-3.52,-3.37,1301.93,19
1440,WAVESUSDT,XMRUSDT,0.02,-3.65,-3.37,0.02,19
22,1000LUNCUSDT,BELUSDT,0.02,-3.61,-3.37,0.39,19
327,CELUSDT,ARUSDT,0.04,-3.38,-3.37,0.05,19
176,AGLDUSDT,TOMOUSDT,0.02,-3.7,-3.37,0.83,19
185,AGLDUSDT,ZRXUSDT,0.01,-3.86,-3.37,1.32,19
845,LINAUSDT,BALUSDT,0.02,-3.69,-3.37,0.0,19
1532,YGGUSDT,UNIUSDT,0.02,-3.61,-3.37,0.04,19
200,ALGOUSDT,SFPUSDT,0.0,-4.46,-3.37,0.49,19
251,API3USDT,ONTUSDT,0.0,-4.4,-3.37,8.09,19
729,GLMRUSDT,1000XECUSDT,0.0,-4.57,-3.37,11.66,19
202,ALGOUSDT,SWEATUSDT,0.04,-3.38,-3.37,17.98,19
1059,NEOUSDT,PEOPLEUSDT,0.04,-3.43,-3.37,299.41,19
235,API3USDT,ETHWUSDT,0.03,-3.5,-3.37,0.42,19
230,API3USDT,CVXUSDT,0.01,-4.08,-3.37,0.37,19
595,DYDXUSDT,CVXUSDT,0.02,-3.7,-3.37,0.49,19
744,GLMRUSDT,BATUSDT,0.04,-3.41,-3.37,1.5,19
1035,MANAUSDT,CELUSDT,0.02,-3.62,-3.37,0.82,19
499,CTKUSDT,CELOUSDT,0.0,-4.45,-3.37,1.6,19
446,COMPUSDT,IOSTUSDT,0.01,-4.1,-3.37,4669.32,19
107,ACHUSDT,ONTUSDT,0.04,-3.42,-3.37,0.05,19
132,AGLDUSDT,AKROUSDT,0.02,-3.6,-3.37,91.66,19
386,CHRUSDT,QNTUSDT,0.02,-3.66,-3.37,0.0,19
883,LOOKSUSDT,ETHWUSDT,0.01,-3.97,-3.37,0.04,19
1480,XTZUSDT,TWTUSDT,0.02,-3.64,-3.37,0.46,19
418,COMPUSDT,BALUSDT,0.02,-3.69,-3.37,7.22,19
108,ACHUSDT,PAXGUSDT,0.04,-3.4,-3.37,0.0,19
1277,SLPUSDT,MTLUSDT,0.01,-3.97,-3.37,0.0,19
784,ILVUSDT,AAVEUSDT,0.02,-3.63,-3.37,0.71,19
1524,YGGUSDT,PAXGUSDT,0.01,-3.81,-3.37,0.0,19
881,LOOKSUSDT,EGLDUSDT,0.02,-3.65,-3.37,0.0,19
143,AGLDUSDT,CELRUSDT,0.01,-3.91,-3.37,21.84,19
1112,OPUSDT,ETCUSDT,0.04,-3.43,-3.37,0.05,19
5,1000BTTUSDT,CVXUSDT,0.0,-5.07,-3.37,0.0,18
34,1000LUNCUSDT,SFPUSDT,0.04,-3.38,-3.37,0.31,18
51,1000XECUSDT,WOOUSDT,0.0,-4.41,-3.37,0.26,18
44,1000XECUSDT,JASMYUSDT,0.0,-4.21,-3.37,7.55,18
16,1000BTTUSDT,ZECUSDT,0.01,-3.85,-3.37,0.0,18
19,1000LUNCUSDT,ALICEUSDT,0.01,-3.78,-3.37,0.14,18
1530,YGGUSDT,TRXUSDT,0.01,-3.94,-3.37,4.11,18
1089,ONEUSDT,MTLUSDT,0.02,-3.67,-3.37,0.02,18
1071,OCEANUSDT,C98USDT,0.02,-3.72,-3.37,0.51,18
215,API3USDT,APTUSDT,0.02,-3.67,-3.37,0.33,18
1300,UNFIUSDT,1INCHUSDT,0.0,-5.19,-3.37,7.89,18
1004,LUNA2USDT,10000NFTUSDT,0.02,-3.6,-3.37,330.96,18
479,COMPUSDT,USDCUSDT,0.01,-3.95,-3.37,37.41,18
1243,SLPUSDT,BATUSDT,0.04,-3.4,-3.37,0.01,18
464,COMPUSDT,RSRUSDT,0.04,-3.42,-3.37,10006.64,18
462,COMPUSDT,REQUSDT,0.01,-3.97,-3.37,442.73,18
798,KLAYUSDT,AAVEUSDT,0.04,-3.43,-3.37,0.0,18
1474,XTZUSDT,SFPUSDT,0.0,-4.46,-3.37,1.9,18
425,COMPUSDT,BTCUSDT,0.04,-3.39,-3.37,0.0,18
1280,SNXUSDT,ARPAUSDT,0.04,-3.43,-3.37,63.36,18
379,CHRUSDT,MANAUSDT,0.0,-4.26,-3.37,0.28,18
1313,UNFIUSDT,AVAXUSDT,0.03,-3.56,-3.37,0.34,18
997,LRCUSDT,UNIUSDT,0.0,-4.71,-3.37,0.04,18
1319,UNFIUSDT,BCHUSDT,0.0,-5.58,-3.37,0.04,18
1321,UNFIUSDT,BICOUSDT,0.02,-3.65,-3.37,14.65,18
1325,UNFIUSDT,BSVUSDT,0.04,-3.44,-3.37,0.11,18
980,LRCUSDT,REEFUSDT,0.02,-3.62,-3.37,81.0,18
174,AGLDUSDT,SUNUSDT,0.04,-3.47,-3.37,48.8,18
310,BOBAUSDT,10000NFTUSDT,0.02,-3.66,-3.37,43.38,18
834,KNCUSDT,CTCUSDT,0.02,-3.72,-3.37,1.59,18
1435,WAVESUSDT,MASKUSDT,0.04,-3.47,-3.37,0.86,18
965,LRCUSDT,HBARUSDT,0.01,-3.9,-3.37,5.0,18
263,API3USDT,USDCUSDT,0.03,-3.48,-3.37,1.37,18
1414,USDCUSDT,1000LUNCUSDT,0.0,-13.2,-3.37,6.48,18
1412,USDCUSDT,10000NFTUSDT,0.0,-13.22,-3.37,220.67,18
1389,UNFIUSDT,SNXUSDT,0.01,-4.07,-3.37,2.47,18
1408,UNFIUSDT,YFIUSDT,0.0,-4.46,-3.37,0.0,18
1237,SLPUSDT,AKROUSDT,0.0,-5.4,-3.37,0.92,18
363,CHRUSDT,FXSUSDT,0.03,-3.52,-3.37,0.02,18
549,DENTUSDT,AKROUSDT,0.01,-3.89,-3.37,0.25,18
1223,SKLUSDT,JSTUSDT,0.02,-3.72,-3.37,1.18,18
1169,RVNUSDT,1000XECUSDT,0.01,-3.92,-3.37,0.72,18
74,AAVEUSDT,OGNUSDT,0.03,-3.57,-3.37,581.5,18
772,HBARUSDT,C98USDT,0.02,-3.71,-3.37,0.2,18
771,HBARUSDT,BSWUSDT,0.03,-3.49,-3.37,0.23,18
925,LOOKSUSDT,USDCUSDT,0.02,-3.72,-3.37,0.12,18
70,AAVEUSDT,GMXUSDT,0.04,-3.45,-3.37,1.36,17
240,API3USDT,ICXUSDT,0.03,-3.5,-3.37,8.79,17
1099,OPUSDT,ARPAUSDT,0.01,-3.92,-3.37,32.72,17
1232,SKLUSDT,ONEUSDT,0.04,-3.43,-3.37,1.84,17
878,LOOKSUSDT,CVXUSDT,0.03,-3.56,-3.37,0.03,17
370,CHRUSDT,IMXUSDT,0.01,-3.87,-3.37,0.26,17
662,FITFIUSDT,1000XECUSDT,0.03,-3.55,-3.37,1.11,17
345,CHRUSDT,BICOUSDT,0.01,-3.9,-3.37,0.38,17
992,LRCUSDT,SUSHIUSDT,0.03,-3.54,-3.37,0.2,17
1062,NEOUSDT,ZENUSDT,0.03,-3.5,-3.37,0.74,17
1107,OPUSDT,CTKUSDT,0.01,-3.88,-3.37,1.14,17
1207,SKLUSDT,APEUSDT,0.0,-4.28,-3.37,0.01,17
382,CHRUSDT,MKRUSDT,0.01,-3.9,-3.37,0.0,17
934,LPTUSDT,1INCHUSDT,0.03,-3.5,-3.37,13.73,17
351,CHRUSDT,CELRUSDT,0.03,-3.53,-3.37,9.63,17
341,CHRUSDT,BALUSDT,0.02,-3.75,-3.37,0.02,17
742,GLMRUSDT,BALUSDT,0.01,-3.91,-3.37,0.06,17
1078,OMGUSDT,HOTUSDT,0.02,-3.61,-3.37,736.26,17
704,FTMUSDT,ZRXUSDT,0.04,-3.44,-3.37,0.95,17
182,AGLDUSDT,XNOUSDT,0.01,-3.89,-3.37,0.42,17
300,BITUSDT,EGLDUSDT,0.02,-3.62,-3.37,0.01,17
63,AAVEUSDT,BSWUSDT,0.04,-3.46,-3.37,282.8,17
1506,YGGUSDT,CTCUSDT,0.0,-4.3,-3.37,0.59,17
564,DODOUSDT,IMXUSDT,0.01,-4.03,-3.37,0.28,17
900,LOOKSUSDT,LTCUSDT,0.01,-3.98,-3.37,0.0,17
1337,UNFIUSDT,CVXUSDT,0.0,-5.5,-3.37,1.1,17
311,BOBAUSDT,1000BTTUSDT,0.02,-3.68,-3.37,305.72,17
1537,YGGUSDT,ZRXUSDT,0.02,-3.73,-3.37,1.15,17
1438,WAVESUSDT,TOMOUSDT,0.04,-3.4,-3.37,7.45,17
1535,YGGUSDT,XMRUSDT,0.04,-3.41,-3.37,0.0,17
165,AGLDUSDT,MTLUSDT,0.0,-4.29,-3.37,0.35,17
1497,YGGUSDT,BELUSDT,0.01,-3.79,-3.37,0.53,17
38,1000LUNCUSDT,TWTUSDT,0.04,-3.39,-3.37,0.07,17
1195,SANDUSDT,GTCUSDT,0.01,-3.78,-3.37,0.35,17
1113,OPUSDT,ETHWUSDT,0.0,-4.61,-3.37,0.26,17
1129,OPUSDT,ROSEUSDT,0.01,-4.02,-3.37,19.07,17
862,LOOKSUSDT,BALUSDT,0.02,-3.72,-3.37,0.02,17
119,ACHUSDT,USDCUSDT,0.03,-3.5,-3.37,0.01,17
1051,NEOUSDT,CVXUSDT,0.01,-4.03,-3.37,1.76,17
888,LOOKSUSDT,HOTUSDT,0.01,-3.82,-3.37,82.44,17
1127,OPUSDT,NEOUSDT,0.0,-4.43,-3.37,0.13,17
929,LOOKSUSDT,XMRUSDT,0.02,-3.76,-3.37,0.0,17
1522,YGGUSDT,OGNUSDT,0.04,-3.4,-3.37,2.18,17
128,AGLDUSDT,1000BTTUSDT,0.04,-3.44,-3.37,371.39,17
917,LOOKSUSDT,SXPUSDT,0.01,-3.93,-3.37,0.55,17
472,COMPUSDT,THETAUSDT,0.03,-3.5,-3.37,44.79,17
1137,OPUSDT,ZECUSDT,0.02,-3.63,-3.37,0.02,17
892,LOOKSUSDT,IOTAUSDT,0.03,-3.59,-3.37,0.57,17
755,GLMRUSDT,CELRUSDT,0.0,-4.11,-3.37,30.02,17
1483,XTZUSDT,XMRUSDT,0.02,-3.64,-3.37,0.01,17
126,ADAUSDT,AAVEUSDT,0.0,-7.88,-3.37,0.01,17
851,LITUSDT,APEUSDT,0.01,-3.87,-3.37,0.21,17
1463,XTZUSDT,HOTUSDT,0.03,-3.54,-3.37,644.65,17
1486,XTZUSDT,ZRXUSDT,0.03,-3.51,-3.37,5.25,17
423,COMPUSDT,BOBAUSDT,0.0,-4.56,-3.37,190.27,17
779,ICPUSDT,APEUSDT,0.02,-3.71,-3.37,1.19,17
399,CHRUSDT,TWTUSDT,0.01,-3.92,-3.37,0.05,17
1103,OPUSDT,BNXUSDT,0.04,-3.39,-3.37,0.01,16
1479,XTZUSDT,TRXUSDT,0.02,-3.64,-3.37,18.73,16
786,INJUSDT,AAVEUSDT,0.03,-3.59,-3.37,0.03,16
1498,YGGUSDT,BNXUSDT,0.01,-3.89,-3.37,0.0,16
177,AGLDUSDT,TRXUSDT,0.0,-4.21,-3.37,4.72,16
958,LRCUSDT,EGLDUSDT,0.04,-3.43,-3.37,0.01,16
1382,UNFIUSDT,REQUSDT,0.0,-5.25,-3.37,47.41,16
1361,UNFIUSDT,JSTUSDT,0.0,-5.56,-3.37,192.54,16
10,1000BTTUSDT,HOTUSDT,0.01,-3.85,-3.37,0.44,16
810,KLAYUSDT,SFPUSDT,0.0,-4.11,-3.37,0.33,16
1367,UNFIUSDT,LPTUSDT,0.02,-3.71,-3.37,0.57,16
189,ALGOUSDT,BANDUSDT,0.04,-3.38,-3.37,0.15,16
276,AUDIOUSDT,AKROUSDT,0.04,-3.39,-3.37,54.38,16
1374,UNFIUSDT,NEOUSDT,0.02,-3.69,-3.37,0.62,16
266,API3USDT,YFIUSDT,0.04,-3.46,-3.37,0.0,16
766,HBARUSDT,AKROUSDT,0.04,-3.47,-3.37,17.59,16
261,API3USDT,TRXUSDT,0.03,-3.48,-3.37,27.02,16
259,API3USDT,STORJUSDT,0.02,-3.66,-3.37,4.19,16
582,DUSKUSDT,REQUSDT,0.04,-3.43,-3.37,0.99,16
1301,UNFIUSDT,AAVEUSDT,0.01,-3.77,-3.37,0.07,16
405,CHRUSDT,YFIUSDT,0.03,-3.5,-3.37,0.0,16
47,1000XECUSDT,QNTUSDT,0.04,-3.42,-3.37,0.0,16
1217,SKLUSDT,DARUSDT,0.04,-3.45,-3.37,0.2,16
1409,UNFIUSDT,ZECUSDT,0.0,-4.85,-3.37,0.11,16
1188,SANDUSDT,BNXUSDT,0.02,-3.75,-3.37,0.0,16
1407,UNFIUSDT,XRPUSDT,0.0,-4.21,-3.37,11.13,16
986,LRCUSDT,SFPUSDT,0.0,-4.69,-3.37,0.46,16
1527,YGGUSDT,RSS3USDT,0.01,-3.99,-3.37,1.68,16
43,1000XECUSDT,HOTUSDT,0.04,-3.46,-3.37,19.15,16
1485,XTZUSDT,YFIUSDT,0.04,-3.42,-3.37,0.0,16
378,CHRUSDT,LUNA2USDT,0.02,-3.63,-3.37,0.07,16
1339,UNFIUSDT,DODOUSDT,0.01,-4.1,-3.37,36.01,16
738,GLMRUSDT,ARUSDT,0.04,-3.39,-3.37,0.04,16
392,CHRUSDT,SFPUSDT,0.01,-4.04,-3.37,0.21,16
807,KLAYUSDT,REQUSDT,0.03,-3.5,-3.37,1.92,16
1130,OPUSDT,RSS3USDT,0.04,-3.41,-3.37,6.77,16
459,COMPUSDT,PAXGUSDT,0.01,-4.0,-3.37,0.02,16
328,CHRUSDT,10000NFTUSDT,0.02,-3.59,-3.37,23.23,16
796,IOTXUSDT,AKROUSDT,0.02,-3.71,-3.37,8.71,16
510,CTKUSDT,JSTUSDT,0.02,-3.69,-3.37,35.17,16
324,CELUSDT,1000LUNCUSDT,0.03,-3.54,-3.37,2.94,16
335,CHRUSDT,AKROUSDT,0.03,-3.57,-3.37,40.4,16
856,LOOKSUSDT,ADAUSDT,0.01,-3.97,-3.37,0.39,15
790,IOSTUSDT,BALUSDT,0.04,-3.4,-3.37,0.0,15
966,LRCUSDT,HOTUSDT,0.03,-3.56,-3.37,155.97,15
735,GLMRUSDT,ANKRUSDT,0.01,-3.8,-3.37,15.82,15
